user_id,item_id,interaction
101156604,twitter15_504106473467944960,1
101156604,twitter15_516345893139001346,1
101156604,twitter15_499679379820412928,1
101156604,twitter15_538408710084001793,1
101156604,twitter15_538729383662338049,1
1012329853,twitter15_752875379765968897,1
1012329853,twitter16_752875379765968897,1
1012329853,twitter15_689236842454106113,1
1012329853,twitter16_689860942671130624,1
1012329853,twitter15_690567125128351744,1
1012329853,twitter16_691789524498845699,1
1012329853,twitter15_692082337333534720,1
1012376300,twitter15_691889802724118532,1
1012376300,twitter16_544391176137089024,1
1012376300,twitter16_611039775856812032,1
1012376300,twitter16_692623941131722752,1
1012376300,twitter15_692217618778972161,1
1012376300,twitter15_766299795833102336,1
1012376300,twitter16_663904307113275392,1
1012376300,twitter16_614628865353351168,1
1012376300,twitter16_761573188543229952,1
1012376300,twitter16_674301413040758785,1
1012605522,twitter15_538760398003253248,1
1012605522,twitter16_524935485370929152,1
1012605522,twitter15_560163341524807680,1
1012605522,twitter15_553271856786968576,1
1012605522,twitter15_501881262240694272,1
1012605522,twitter15_516804849619705859,1
1012605522,twitter15_516636338679197697,1
1014025146,twitter16_691632238035886081,1
1014025146,twitter16_692368829368918017,1
1014025146,twitter15_689529955294777344,1
1014025146,twitter15_692287441168900097,1
1014025146,twitter15_693102023764492288,1
1014025146,twitter15_692031224227958789,1
1014025146,twitter15_692742353736568833,1
101532348,twitter16_688755462783782912,1
101532348,twitter15_523943647449198592,1
101532348,twitter15_516727880571572225,1
101532348,twitter15_520630231531802624,1
101532348,twitter15_516377014790782977,1
101532348,twitter15_705092738224525312,1
101532348,twitter16_705092738224525312,1
101532348,twitter15_690954487322796032,1
1015788055,twitter16_725070832494624769,1
1015788055,twitter16_672433211604013057,1
1015788055,twitter16_672927317191229440,1
1015788055,twitter16_666190716448587776,1
1015788055,twitter15_387236601450864641,1
1015788055,twitter15_387237225286479872,1
1015788055,twitter15_510507736287961088,1
1015788055,twitter16_615346611955183616,1
1016153754,twitter15_544154048950435840,1
1016153754,twitter15_676586804242309121,1
1016153754,twitter16_676586804242309121,1
1016153754,twitter16_633949800761700352,1
1016153754,twitter15_551123464640536576,1
1016153754,twitter15_560187970389819392,1
1016153754,twitter16_743764020679741440,1
1016153754,twitter15_503498696273965056,1
1016153754,twitter16_614595181845839873,1
1016153754,twitter15_560873850846846978,1
1016153754,twitter15_693853982293254144,1
1016153754,twitter15_527131140721623040,1
1016153754,twitter15_543436472842334209,1
1016588101,twitter16_674263945172119552,1
1016588101,twitter15_504244627680272384,1
1016588101,twitter15_566999951449001984,1
1016588101,twitter15_516545908813475841,1
1016588101,twitter16_614054616154550273,1
1016588101,twitter16_612841482823729152,1
1016588101,twitter15_566089610485579776,1
101672591,twitter15_767068504277344260,1
101672591,twitter15_691889802724118532,1
101672591,twitter15_692217618778972161,1
101672591,twitter15_766358933296517121,1
101672591,twitter16_765779159176077312,1
101672591,twitter16_765859710503378944,1
101672591,twitter15_767355933919997952,1
101672591,twitter16_692540218310803456,1
101672591,twitter15_692528931459694592,1
101672591,twitter16_766568413418356736,1
101672591,twitter16_766752508312166402,1
101672591,twitter15_767710245779103744,1
101672591,twitter15_765934198297362432,1
101729324,twitter16_553534838880608256,1
101729324,twitter16_614605997953404929,1
101729324,twitter16_544278335455776769,1
101729324,twitter15_553212962044149761,1
101729324,twitter15_553538058440941568,1
101729324,twitter16_755439197125767169,1
101729324,twitter15_551159366876147714,1
101729324,twitter15_683158807959089152,1
101729324,twitter16_552984502063337472,1
101729324,twitter15_554343513887105024,1
101729324,twitter15_554979642210549760,1
101729324,twitter16_544319832486064128,1
101729324,twitter16_613114185505996802,1
101729324,twitter16_681199637387149313,1
101747128,twitter16_690106189951139840,1
101747128,twitter15_690431187916099584,1
101747128,twitter16_692623941131722752,1
101747128,twitter15_692267960686284800,1
101747128,twitter16_765779159176077312,1
101747128,twitter15_692922211338981377,1
101747128,twitter15_689555819059351552,1
101747128,twitter15_689529955294777344,1
101766616,twitter15_510906049549705216,1
101766616,twitter15_764158239089029120,1
101766616,twitter15_764573523713011713,1
101766616,twitter15_688110059553861634,1
101766616,twitter15_688096910217879554,1
101766616,twitter15_764473554431725568,1
101766616,twitter16_764906140257837056,1
101766616,twitter16_692516224245235712,1
101766616,twitter15_692510002586714113,1
101766616,twitter15_688763993633107968,1
101766616,twitter15_688757736310484994,1
101846740,twitter15_692056985513123840,1
101846740,twitter15_767068504277344260,1
101846740,twitter15_765934198297362432,1
101846740,twitter15_766358933296517121,1
101846740,twitter16_633961125126668288,1
101846740,twitter16_767092161716350980,1
101846740,twitter15_691986377584549888,1
101846740,twitter16_692540218310803456,1
101960646,twitter15_767068504277344260,1
101960646,twitter16_663817239896821760,1
101960646,twitter16_614054616154550273,1
101960646,twitter15_693866093123915776,1
101960646,twitter16_612646796355960832,1
101960646,twitter15_707321278135463936,1
101960646,twitter16_707321278135463936,1
10196452,twitter15_365052155385749505,1
10196452,twitter16_693466451081060353,1
10196452,twitter15_682629960826224646,1
10196452,twitter15_693866093123915776,1
10196452,twitter16_553543369604210689,1
10196452,twitter16_553544694765215745,1
10196452,twitter15_524958992330522624,1
10196452,twitter15_366205297557110784,1
1020184764,twitter16_688741019979001856,1
1020184764,twitter15_553549686129561600,1
1020184764,twitter15_701175292937707520,1
1020184764,twitter16_701175292937707520,1
1020184764,twitter16_614595181845839873,1
1020184764,twitter15_524191650420367360,1
1020184764,twitter16_676367888543031296,1
1020320952,twitter15_692537942439501824,1
1020320952,twitter16_524952883343925249,1
1020320952,twitter15_692528931459694592,1
1020320952,twitter16_690680149164085248,1
1020320952,twitter16_544305540286148609,1
1020320952,twitter16_673686233936072704,1
1020320952,twitter15_690676539323740161,1
1020320952,twitter16_667465205258051584,1
1021025779,twitter15_688147918113538049,1
1021025779,twitter15_689694470779097088,1
1021025779,twitter16_553587013409325058,1
1021025779,twitter16_688755462783782912,1
1021025779,twitter16_553587303172833280,1
1021025779,twitter15_504131654810877952,1
1021025779,twitter15_641665203046907904,1
1021025779,twitter15_524930365400821761,1
1021025779,twitter16_553587672137334785,1
1021025779,twitter16_553590459688570880,1
1021025779,twitter15_682548344690970624,1
1021025779,twitter15_524928119955013632,1
1021025779,twitter15_527286846347567104,1
1021025779,twitter15_580325090367315968,1
1021025779,twitter15_687911282922631168,1
1021025779,twitter16_552984502063337472,1
1021025779,twitter15_524925730053181440,1
1021025779,twitter15_524925124303396864,1
1021025779,twitter15_524924619812511746,1
1021025779,twitter16_644329878876237824,1
1021025779,twitter16_672169954016403456,1
1021025779,twitter15_524923341359300608,1
1021025779,twitter15_507918114567499776,1
1021025779,twitter15_489794369487380480,1
1021025779,twitter16_688741019979001856,1
1021025779,twitter15_501827465032237056,1
1021025779,twitter15_689208632148365314,1
1021025779,twitter16_689890946683576322,1
1021025779,twitter16_552805488631758849,1
1021025779,twitter16_553534838880608256,1
1021576988,twitter15_688757736310484994,1
1021576988,twitter15_688147918113538049,1
1021576988,twitter16_693651239486263296,1
1021576988,twitter15_687911282922631168,1
1021576988,twitter16_614607711368519680,1
1021576988,twitter16_693857551620968448,1
1021576988,twitter15_692031224227958789,1
1021576988,twitter16_693119705469587456,1
10221,twitter15_507242819623587841,1
10221,twitter15_692881863644282880,1
10221,twitter15_692217618778972161,1
10221,twitter15_510507736287961088,1
10221,twitter15_509031495101874176,1
10221,twitter16_674263945172119552,1
10221,twitter16_614610920782888960,1
10221,twitter16_766808183696351233,1
102268811,twitter16_614638036593299456,1
102268811,twitter16_767541796410839040,1
102268811,twitter16_767861179951648768,1
102268811,twitter15_767823175480647681,1
102268811,twitter16_767855091109863424,1
102268811,twitter16_767814876433571840,1
102268811,twitter15_760120409429643266,1
102268811,twitter16_760120409429643266,1
102269857,twitter15_527286846347567104,1
102269857,twitter15_766299795833102336,1
102269857,twitter16_693060960001597440,1
102269857,twitter15_729647367457230850,1
102269857,twitter16_729647367457230850,1
102269857,twitter15_537377960471166976,1
102269857,twitter15_537355288295518210,1
1023305808,twitter15_693131575261659137,1
1023305808,twitter15_693490132440129536,1
1023305808,twitter16_634404792241143809,1
1023305808,twitter15_693118410444636161,1
1023305808,twitter15_692932696645865472,1
1023305808,twitter15_693236688538243074,1
1023305808,twitter15_514100169307348992,1
1023305808,twitter15_551135925862805504,1
1023649345,twitter16_673615263040798726,1
1023649345,twitter15_532284428542681088,1
1023649345,twitter15_725983128444129280,1
1023649345,twitter16_725983128444129280,1
1023649345,twitter15_740791134146965504,1
1023649345,twitter16_740791134146965504,1
1023649345,twitter16_622891631293935616,1
10236782,twitter15_518870005677826050,1
10236782,twitter15_500286058664579072,1
10236782,twitter15_501760566160289794,1
10236782,twitter15_500298752469770240,1
10236782,twitter15_766789709045518336,1
10236782,twitter16_766789709045518336,1
10236782,twitter15_500295393301647360,1
10236782,twitter15_501768276523761666,1
10236782,twitter15_500281094239817728,1
1024166370,twitter16_614617234942656512,1
1024166370,twitter15_692842124841123842,1
1024166370,twitter16_693466724822323200,1
1024166370,twitter16_628319096606732290,1
1024166370,twitter15_677950378785271808,1
1024166370,twitter15_568905632998412288,1
1024166370,twitter16_614595181845839873,1
1024166370,twitter16_612646796355960832,1
1024166370,twitter15_759653274605740032,1
102518622,twitter15_689208632148365314,1
102518622,twitter15_764753085675761664,1
102518622,twitter15_690676539323740161,1
102518622,twitter15_691564354567798784,1
102518622,twitter16_766541461189832704,1
102518622,twitter15_693185488644149248,1
102518622,twitter15_693102023764492288,1
102518622,twitter15_688281442162352128,1
10252962,twitter15_524593547807178753,1
10252962,twitter15_547587399728267264,1
10252962,twitter16_693651239486263296,1
10252962,twitter15_693934062445187072,1
10252962,twitter15_692423131726749697,1
10252962,twitter15_524976106861236226,1
10252962,twitter16_693906624776245249,1
10252962,twitter16_693060960001597440,1
10252962,twitter16_691789524498845699,1
1029764929,twitter15_523555724807262208,1
1029764929,twitter15_538346377794031618,1
1029764929,twitter15_689922870689009664,1
1029764929,twitter15_523562674487975937,1
1029764929,twitter16_661251968078221312,1
1029764929,twitter16_661229627734667264,1
1029764929,twitter16_661222523275636736,1
1029764929,twitter16_661120256732041216,1
1031086644,twitter15_726190016435728385,1
1031086644,twitter16_726190016435728385,1
1031086644,twitter15_727179214546456577,1
1031086644,twitter16_727179214546456577,1
1031086644,twitter15_693139276708585472,1
1031086644,twitter16_751536167183613952,1
1031086644,twitter16_672433211604013057,1
1031086644,twitter16_645362146415525888,1
1031086644,twitter15_778299287293816832,1
1031086644,twitter16_778299287293816832,1
1031086644,twitter15_727834854931435522,1
1031086644,twitter16_727834854931435522,1
1031086644,twitter15_689922870689009664,1
103245828,twitter16_693771953648373760,1
103245828,twitter15_524593547807178753,1
103245828,twitter15_524959836778536961,1
103245828,twitter15_544457299667202048,1
103245828,twitter15_509114008587100160,1
103245828,twitter15_520338188213444608,1
103245828,twitter15_715253497462145024,1
103245828,twitter16_715253497462145024,1
103245828,twitter15_514201362729828352,1
103245828,twitter16_693476774462820352,1
103245828,twitter16_544391176137089024,1
103245828,twitter16_692083780123783172,1
103245828,twitter15_522684367647559681,1
103245828,twitter15_543319210659971073,1
103245828,twitter15_523943647449198592,1
103245828,twitter16_614702244001382400,1
103245828,twitter15_693594331735683072,1
103309339,twitter15_500278294055768064,1
103309339,twitter16_553587013409325058,1
103309339,twitter15_510916647373516800,1
103309339,twitter15_766316494695305218,1
103309339,twitter15_690985215691354112,1
103309339,twitter15_553115168084074497,1
103309339,twitter15_690954487322796032,1
103309339,twitter16_691285663522648065,1
103309339,twitter15_689555819059351552,1
103309339,twitter15_516705572373397504,1
103309339,twitter16_690106189951139840,1
1033925551,twitter16_767092161716350980,1
1033925551,twitter15_767768054163996672,1
1033925551,twitter15_693131575261659137,1
1033925551,twitter15_767355611277168642,1
1033925551,twitter15_767170849472405508,1
1033925551,twitter15_767154835993063425,1
1033925551,twitter15_767463109778894848,1
103608282,twitter16_692940257134653441,1
103608282,twitter15_767715489485205505,1
103608282,twitter15_693501482721681408,1
103608282,twitter16_693641113693884416,1
103608282,twitter15_693490132440129536,1
103608282,twitter15_767444114229059584,1
103608282,twitter16_693586539562037248,1
103608282,twitter15_692709993573789701,1
103608282,twitter16_767203096472719364,1
103608282,twitter16_693181857261719553,1
103608282,twitter15_692932696645865472,1
103608282,twitter15_692946556396244992,1
103608282,twitter15_692745208421679104,1
103608282,twitter16_693076140278153217,1
103608282,twitter15_692736398462300162,1
103608282,twitter16_693456187036037123,1
103608282,twitter16_693140340367187969,1
103608282,twitter16_692833140428017664,1
103608282,twitter16_692911086920667136,1
103608282,twitter15_692892472729415680,1
103608282,twitter15_767218194385866752,1
103750551,twitter15_692922211338981377,1
103750551,twitter16_690106189951139840,1
103750551,twitter15_688027085730897921,1
103750551,twitter16_692630756548591616,1
103750551,twitter16_692702295281262593,1
103750551,twitter16_689267711856263168,1
103750551,twitter15_692692529779707904,1
103750551,twitter15_687945926774800385,1
103750551,twitter15_693729678306189313,1
103750551,twitter15_692099058811453440,1
103750551,twitter16_690650123358093312,1
103750551,twitter15_689555819059351552,1
103750551,twitter15_688461902821855232,1
103750551,twitter15_689853056440221696,1
103750551,twitter16_692748411481780224,1
103750551,twitter15_692742353736568833,1
103750551,twitter16_691285663522648065,1
103750551,twitter15_693465666259656705,1
103750551,twitter16_687643002240679936,1
103750551,twitter15_690145844318834689,1
103750551,twitter15_690137637810761728,1
1038132061,twitter16_724939017410727938,1
1038132061,twitter16_673615400655970304,1
1038132061,twitter15_693456340790804480,1
1038132061,twitter16_692743102432346113,1
1038132061,twitter16_688366079396163584,1
1038132061,twitter16_690680149164085248,1
1038132061,twitter15_727588444000526336,1
1038132061,twitter16_727588444000526336,1
1038132061,twitter15_688147918113538049,1
1038235795,twitter15_538137715293061120,1
1038235795,twitter15_727966590084485120,1
1038235795,twitter16_727966590084485120,1
1038235795,twitter16_552792544132997121,1
1038235795,twitter15_524979548195024898,1
1038235795,twitter16_669259395902152704,1
1038235795,twitter15_510507736287961088,1
10386152,twitter16_676955015265837056,1
10386152,twitter15_693123067204243456,1
10386152,twitter15_693866093123915776,1
10386152,twitter16_764906140257837056,1
10386152,twitter16_672169954016403456,1
10386152,twitter15_693554007785234432,1
10386152,twitter15_525040767317082113,1
10386152,twitter15_356407105953071107,1
10386152,twitter16_614594195479752704,1
10386152,twitter16_707321278135463936,1
104010758,twitter15_693344498953383936,1
104010758,twitter15_520338188213444608,1
104010758,twitter15_524976963862429697,1
104010758,twitter15_767068504277344260,1
104010758,twitter15_766307327922335745,1
104010758,twitter15_523123779124600833,1
104010758,twitter15_693807822971236353,1
104010758,twitter15_689798164287741953,1
1040964223,twitter16_692911086920667136,1
1040964223,twitter15_692736398462300162,1
1040964223,twitter16_692890520960397312,1
1040964223,twitter15_767330549262278658,1
1040964223,twitter16_692884886374318081,1
1040964223,twitter15_693600369281253376,1
1040964223,twitter15_693524179597955072,1
1040964223,twitter15_693501482721681408,1
1040964223,twitter15_692946556396244992,1
104297073,twitter15_563123548857053184,1
104297073,twitter16_643103859729166337,1
104297073,twitter15_725983128444129280,1
104297073,twitter16_725983128444129280,1
104297073,twitter15_742055437932040193,1
104297073,twitter16_742055437932040193,1
104297073,twitter16_643225207705075716,1
104316710,twitter16_647169573599449088,1
104316710,twitter16_693171092555431936,1
104316710,twitter15_534409916560461825,1
104316710,twitter16_613016993692798977,1
104316710,twitter15_535282587325833216,1
104316710,twitter15_528237933661544448,1
104316710,twitter15_690670464440504320,1
104316710,twitter16_614595106906226688,1
104316710,twitter15_766316494695305218,1
104316710,twitter15_522534012544638976,1
104316710,twitter16_612646796355960832,1
104316710,twitter15_518665533089406976,1
1046074586,twitter16_689641419825242112,1
1046074586,twitter15_693769968199061504,1
1046074586,twitter16_693761289601060864,1
1046074586,twitter15_690296550803636224,1
1046074586,twitter15_688520025754304512,1
1046074586,twitter15_693457310824468480,1
1046074586,twitter15_764473554431725568,1
1046074586,twitter15_688814621034213376,1
104626843,twitter15_524958992330522624,1
104626843,twitter15_524967711492014080,1
104626843,twitter15_524961721744900097,1
104626843,twitter15_524951893467234304,1
104626843,twitter15_524952094986350592,1
104626843,twitter16_652000523525091328,1
104626843,twitter16_553586897168392192,1
1047778988,twitter15_687631811560763392,1
1047778988,twitter15_523123779124600833,1
1047778988,twitter16_613114185505996802,1
1047778988,twitter15_749286768554438658,1
1047778988,twitter16_749286768554438658,1
1047778988,twitter16_692753210692476928,1
1047778988,twitter16_693466451081060353,1
1047778988,twitter15_693465666259656705,1
1047778988,twitter16_692748411481780224,1
104850722,twitter16_544391176137089024,1
104850722,twitter15_503610065769598976,1
104850722,twitter15_519704006826807296,1
104850722,twitter16_688819658057740290,1
104850722,twitter15_501934077612941312,1
104850722,twitter15_387006700609228801,1
104850722,twitter16_673664899571060736,1
104850722,twitter15_538900739880665088,1
104850722,twitter16_674015148382666752,1
104850722,twitter15_724603564946010112,1
104850722,twitter16_724603564946010112,1
104850722,twitter16_673581371458199552,1
104850722,twitter15_561952533942661120,1
104850722,twitter15_528341588867416064,1
104850722,twitter16_714503380476026880,1
1049560369,twitter15_693594331735683072,1
1049560369,twitter15_500295393301647360,1
1049560369,twitter15_500279160795721728,1
1049560369,twitter15_663744139666804736,1
1049560369,twitter16_663744139666804736,1
1049560369,twitter16_612841482823729152,1
1049560369,twitter15_499679379820412928,1
1049681827,twitter16_672432930426372096,1
1049681827,twitter16_641972184412327937,1
1049681827,twitter16_643225207705075716,1
1049681827,twitter16_622891631293935616,1
1049681827,twitter16_692410832307818497,1
1049681827,twitter16_672433211604013057,1
1049681827,twitter16_672488384695279616,1
1049681827,twitter15_728631482722308096,1
1049681827,twitter16_728631482722308096,1
1050329569,twitter15_692764799315398656,1
1050329569,twitter15_692537942439501824,1
1050329569,twitter15_692336523090509824,1
1050329569,twitter15_692099058811453440,1
1050329569,twitter15_692742353736568833,1
1050329569,twitter15_692497796956561408,1
1050329569,twitter15_693934062445187072,1
1050681528,twitter15_509464271118688257,1
1050681528,twitter16_691789524498845699,1
1050681528,twitter15_509463933564891137,1
1050681528,twitter15_766316494695305218,1
1050681528,twitter15_504109775358287872,1
1050681528,twitter15_538851683141304320,1
1050681528,twitter16_612438528803213312,1
1050681528,twitter16_780882510645370880,1
1054108099,twitter16_692498490249891842,1
1054108099,twitter16_689641419825242112,1
1054108099,twitter15_767094580634202112,1
1054108099,twitter15_535579674152148992,1
1054108099,twitter15_691006265137299456,1
1054108099,twitter15_688520025754304512,1
1054108099,twitter16_692516224245235712,1
1054108099,twitter16_614610920782888960,1
1054108099,twitter15_516434071631974400,1
105503711,twitter15_687631811560763392,1
105503711,twitter15_767355933919997952,1
105503711,twitter15_765934198297362432,1
105503711,twitter16_767855091109863424,1
105503711,twitter16_764497123530375169,1
105503711,twitter15_690522824797196288,1
105503711,twitter16_766752508312166402,1
105503711,twitter16_767861179951648768,1
105503711,twitter16_765859710503378944,1
1055770154,twitter15_688461902821855232,1
1055770154,twitter15_692742353736568833,1
1055770154,twitter15_692099058811453440,1
1055770154,twitter15_723511860516016128,1
1055770154,twitter16_723511860516016128,1
1055770154,twitter15_687632433483759616,1
1055770154,twitter16_688819658057740290,1
1055770154,twitter16_525049639016615937,1
1055770154,twitter15_690522824797196288,1
1055770154,twitter16_693013768738115584,1
1055770154,twitter16_688366079396163584,1
1055770154,twitter16_693869818366287872,1
1055770154,twitter16_688741019979001856,1
1055770154,twitter15_690431187916099584,1
1055770154,twitter15_692922211338981377,1
1055770154,twitter15_691564354567798784,1
1055770154,twitter15_690680310061756416,1
1055770154,twitter16_690680149164085248,1
105604742,twitter15_693573042111270912,1
105604742,twitter16_767861179951648768,1
105604742,twitter16_767855091109863424,1
105604742,twitter16_767814876433571840,1
105604742,twitter16_614594667225571328,1
105604742,twitter16_614599619310407680,1
105604742,twitter15_510931521306243072,1
105604742,twitter16_767710042816602112,1
105604742,twitter15_501881262240694272,1
105604742,twitter15_724348906096590849,1
105604742,twitter16_724348906096590849,1
105604742,twitter15_387237225286479872,1
105604742,twitter15_510918747188514816,1
1056388153,twitter15_707308274270539777,1
1056388153,twitter16_707308274270539777,1
1056388153,twitter16_672424512516964352,1
1056388153,twitter16_676067381299576832,1
1056388153,twitter15_707305999971921920,1
1056388153,twitter16_707305999971921920,1
1056388153,twitter15_747275598347837440,1
1056388153,twitter16_747275598347837440,1
1056388153,twitter16_643103859729166337,1
105683318,twitter15_767463109778894848,1
105683318,twitter16_767203096472719364,1
105683318,twitter15_767444114229059584,1
105683318,twitter16_767561970182598657,1
105683318,twitter16_693804277031157761,1
105683318,twitter15_692566765822435328,1
105683318,twitter16_692890520960397312,1
105683318,twitter15_504244627680272384,1
105683318,twitter15_691380348379201536,1
1057356487,twitter15_764473554431725568,1
1057356487,twitter16_761573188543229952,1
1057356487,twitter15_693711272014155776,1
1057356487,twitter15_553575232867672064,1
1057356487,twitter15_553576010898497536,1
1057356487,twitter15_693216311502073856,1
1057356487,twitter15_688520025754304512,1
1057356487,twitter15_528562608463704064,1
1057356487,twitter15_520265722967375872,1
1057356487,twitter15_554979642210549760,1
1057356487,twitter15_507261372313640961,1
1057356487,twitter15_532928419051622400,1
1057356487,twitter15_507257950868885504,1
1057356487,twitter15_534445263528947712,1
1057356487,twitter15_701514249269542912,1
1057356487,twitter16_701514249269542912,1
1057356487,twitter15_693676692309700609,1
1057356487,twitter15_518830518792892416,1
1057356487,twitter15_692082337333534720,1
1057356487,twitter15_518827403452637184,1
1057356487,twitter15_688502260779843587,1
1057356487,twitter15_370855596050108416,1
1057356487,twitter16_761999790892806144,1
1057356487,twitter15_531659884430106624,1
1057356487,twitter15_693899062098137088,1
1057356487,twitter16_692071267189395457,1
1057356487,twitter16_692393375891361794,1
1057356487,twitter15_693658242044542976,1
1057356487,twitter15_690567125128351744,1
1057356487,twitter15_691809004356501505,1
1057356487,twitter15_693121477491757056,1
1057356487,twitter15_693116426824093696,1
1057356487,twitter15_693594331735683072,1
1057356487,twitter16_614609560658161664,1
1057356487,twitter15_693107789007339521,1
1057356487,twitter15_693443289370882049,1
1057356487,twitter15_692451275930234880,1
1058005610,twitter16_693534670428971008,1
1058005610,twitter15_692031514943582208,1
1058005610,twitter15_692031224227958789,1
1058005610,twitter15_692497796956561408,1
1058005610,twitter16_693128224960856064,1
1058005610,twitter15_693123067204243456,1
1058005610,twitter15_693118410444636161,1
1058005610,twitter15_693492349142433792,1
1058005610,twitter16_692623941131722752,1
1058005610,twitter15_689722724470620161,1
1058005610,twitter15_692922211338981377,1
1058005610,twitter16_691285663522648065,1
1058005610,twitter15_691564354567798784,1
1058005610,twitter15_693102023764492288,1
1058005610,twitter15_692217618778972161,1
1058005610,twitter16_693087220459270144,1
1058005610,twitter15_693087256727388161,1
1058005610,twitter15_693465666259656705,1
1058005610,twitter15_688763993633107968,1
1058005610,twitter15_689694470779097088,1
1058005610,twitter16_525060425184858112,1
1058005610,twitter16_690106189951139840,1
1058005610,twitter15_692405195796529152,1
1058005610,twitter15_690522824797196288,1
1058005610,twitter16_692368829368918017,1
1058005610,twitter15_690680310061756416,1
1058005610,twitter15_693355140284334081,1
1058005610,twitter15_692332739824095234,1
1058005610,twitter16_688819658057740290,1
1058005610,twitter16_692735698349199360,1
1058005610,twitter15_690431187916099584,1
1058005610,twitter15_688027085730897921,1
1058005610,twitter15_692267960686284800,1
1058005610,twitter16_693761289601060864,1
1058005610,twitter16_691632238035886081,1
1058005610,twitter15_689100941119848449,1
105845627,twitter16_761573188543229952,1
105845627,twitter15_764573523713011713,1
105845627,twitter16_762793077509464064,1
105845627,twitter15_764473554431725568,1
105845627,twitter15_761355585724055553,1
105845627,twitter15_761381302260031489,1
105845627,twitter15_693121477491757056,1
105845627,twitter15_767094580634202112,1
105845627,twitter15_765631087867367426,1
105845627,twitter16_764906140257837056,1
105845627,twitter15_764653644138450945,1
