item_id,item_idx
501881262240694272,272
501934077612941312,273
503498696273965056,274
503609826128044032,275
503610065769598976,276
503714147138166784,277
504106473467944960,278
504109775358287872,279
504131150429061121,280
504131654810877952,281
504243239084236800,282
504244627680272384,283
504267796424163328,284
504304227246538752,285
504387128013246465,286
504419526998360064,287
504433135036407808,288
504441156575297536,289
504448356584677377,290
504450741126582275,291
504453071041482753,292
504478567062056962,293
504500863944376321,294
504652021601800193,295
504771233557147648,296
504830161993609216,297
505369323922522113,298
505611045897924608,299
505657661120348163,300
506118402466152449,301
506656271517622272,302
506784541696991232,303
507242819623587841,304
507257950868885504,305
507261372313640961,306
507263441359613953,307
507354546041925632,308
507454543169617920,309
507557659206516736,310
507634536176300032,311
507918114567499776,312
508002575858561024,313
509031495101874176,314
509077805296914432,315
509084603617792001,316
509114008587100160,317
509152237503778816,318
509463916586762241,319
509463933564891137,320
509464217549021184,321
509464271118688257,322
509464457836511232,323
509466295344304129,324
509473920060104704,325
509478961705807872,326
510286132568150016,327
510507736287961088,328
510906049549705216,329
510908595144519680,330
510916464631889920,331
510916647373516800,332
510916725953417218,333
510918747188514816,334
510921017972514817,335
510922415468449792,336
510931521306243072,337
511330322831507456,338
511918957255991296,339
513015596879867904,340
513437031020916738,341
513749585391390720,342
513779458340569088,343
513922322915282945,344
514039286845698048,345
514057033419849728,346
514062859987595264,347
514067907475959808,348
514072132301910016,349
514081464171102208,350
514098803347951616,351
514098833253748736,352
514100169307348992,353
514106273852174337,354
514106939173634048,355
514109888138842113,356
514142113601437696,357
514148279601606656,358
514150992552931328,359
514201362729828352,360
514308277803294721,361
514395350615203841,362
514420223873941504,363
514429381737852929,364
514451906211893248,365
514468018970034176,366
514478918636535808,367
514483762566922240,368
514495841600811009,369
514508854990999553,370
514512849876836352,371
514517213022543872,372
514517470238240768,373
514535408126795776,374
514540926640087040,375
514546272972574721,376
514550436377137152,377
514555852351479808,378
515519742355185664,379
515538937058971648,380
515717938025078784,381
515918632178577408,382
516313006427602944,383
516321020815228929,384
516345893139001346,385
516358319317852160,386
516361247223058432,387
516371936604352513,388
516377014790782977,389
516386101766782976,390
516390549012480001,391
516394449065496577,392
516395112201736192,393
516411927506206721,394
516414874348298240,395
516420964834611201,396
516423807394131968,397
516425769560866817,398
516434071631974400,399
516435293235183617,400
516475930097643520,401
516539137646542848,402
516545908813475841,403
516636338679197697,404
516682897864916992,405
516705572373397504,406
516727880571572225,407
516729950091493376,408
516804849619705859,409
516856061182345216,410
516861311725342722,411
516978780171436032,412
517003426832453633,413
517034091028676608,414
517038566061658114,415
517051126466625536,416
517053056211357696,417
517416417164263424,418
517487705978966016,419
517712193841037312,420
517850508380618752,421
518192429153783808,422
518620083342835712,423
518665533089406976,424
518827403452637184,425
518830518792892416,426
518866406512025602,427
518870005677826050,428
518924377791164420,429
518981379963777025,430
519078654635409410,431
519112613800972288,432
519131101798100992,433
519178213441167360,434
519275971758026752,435
519311120914722816,436
519348106836860929,437
519375764165509121,438
519447199164665856,439
519530210795216896,440
519704006826807296,441
519867098945044480,442
519868410599993344,443
519921456730607616,444
519929168864497664,445
519935535083565056,446
519962130859429888,447
519965814175567872,448
520132836594970625,449
520244836084228096,450
520265722967375872,451
520284654755381249,452
520299904934371328,453
520338188213444608,454
520630231531802624,455
521098692326350848,456
521444489697583104,457
521496155310796800,458
521533372280369152,459
521663202183348224,460
521717368264093696,461
521727831307722753,462
521769631519092736,463
521770744855134208,464
521772674155286528,465
521777301470871553,466
521788572933062657,467
521789009576476673,468
521790189715615744,469
521821037726797824,470
521835345059389440,471
521882110789824512,472
521922785254580225,473
522321383716818944,474
522443333831262208,475
522453569702989824,476
522468118082633729,477
522534012544638976,478
522553662996901888,479
522654603675176960,480
522684367647559681,481
522692223952228353,482
522782267215982592,483
522815405451407360,484
523026678419714048,485
523098334421319680,486
523123023646175233,487
523123779124600833,488
523126268603031552,489
523535962962280448,490
523545090099523584,491
523555724807262208,492
523558773345255424,493
523562674487975937,494
523566838958284801,495
523581212175392768,496
523655026485366784,497
523820806917603328,498
523863683928457216,499
523888836456108032,500
523939598691741696,501
523943647449198592,502
524144369235140608,503
524152657783820288,504
524168442841010176,505
524176293450223616,506
524178388282802176,507
524181699043663872,508
524185876931162112,509
524186749002473472,510
524191650420367360,511
524206851450486785,512
524211911668543488,513
524227209976745984,514
524263570985340928,515
524289058290159616,516
524291188422356993,517
524294016435634178,518
524312881823637504,519
524317344730869760,520
524320261667950592,521
524586367456919552,522
524593547807178753,523
524646141938647043,524
524685073979678721,525
524699123971534848,526
524757333608394752,527
524881688825167872,528
524922729485848576,529
524923293711998976,530
524923341359300608,531
524923462398513152,532
524923676484177920,533
524924619812511746,534
524925033626738688,535
524925050739490816,536
524925124303396864,537
524925215235911680,538
524925600318754816,539
524925730053181440,540
524925987239120897,541
524926235030589440,542
524926472432410625,543
524927281048080385,544
524928119955013632,545
524928878075457536,546
524929106987991040,547
524929497205055488,548
524929796862918656,549
524930365400821761,550
524930671220105216,551
524931324763992064,552
524932056560963584,553
524932935137628160,554
524933380929245184,555
524934138563133440,556
524935246647926784,557
524935485370929152,558
524935769614331904,559
524936872666353664,560
524937542131793920,561
524940659778920448,562
524941041301225472,563
524941132237910016,564
524941504796962816,565
524942470472548352,566
524943490887991296,567
524944399890124801,568
524944881941495809,569
524946179390701568,570
524947149134774272,571
524947674164760577,572
524948703850029056,573
524949828711620608,574
524950264303075328,575
524950339074523137,576
524950507023245313,577
524951893467234304,578
524952094986350592,579
524952883343925249,580
524958128392376320,581
524958992330522624,582
524959809402331137,583
524959836778536961,584
524961721744900097,585
524961908903149568,586
524962142563610625,587
524962676665888769,588
524965775036387329,589
524965786059026432,590
524966904885428226,591
524967711492014080,592
524969201102901248,593
524970097711267841,594
524970851675176960,595
524972443308683264,596
524975705206304769,597
524976106861236226,598
524976526891417600,599
524976963862429697,600
524976980799000578,601
524977992683237376,602
524979548195024898,603
524980744658382848,604
524981436252950528,605
524983325275197440,606
524987184836005889,607
524988712367955970,608
524991067675189250,609
524991240270807042,610
524993533212897281,611
524995771587108864,612
524998384357486592,613
525005886272843776,614
525008463819464704,615
525009850104037376,616
525019752507658240,617
525023025792835585,618
525024066152169473,619
525024181218725888,620
525024518713397249,621
525025279803424768,622
525025463648137216,623
525028734991343617,624
525029684095221760,625
525032872647065600,626
525033697045925888,627
525039784503541760,628
525040767317082113,629
525040836757958657,630
525041127343550464,631
525043936331857923,632
525049639016615937,633
525056576038518785,634
525058976376193024,635
525060425184858112,636
525077806401994754,637
525088864416043008,638
525116411887513602,639
525134787778850818,640
525285199530455040,641
525291306000846848,642
525300042207612928,643
525301290218553344,644
525305690257379328,645
525327108520673281,646
525408908484280321,647
525411618231169025,648
525711899359318016,649
526459255147491328,650
526757033186697216,651
527131140721623040,652
527138218505175040,653
527162170531151872,654
527272948680622080,655
527286846347567104,656
527295015643394048,657
527308173112139776,658
527947775905103872,659
528237933661544448,660
528240834660298753,661
528242965915779072,662
528312406498635777,663
528341588867416064,664
528357165677817856,665
528389559441444864,666
528495998537334785,667
528562608463704064,668
528607634099015680,669
528676615207653376,670
528822281972498432,671
528976109518721024,672
529088963420909569,673
529434230938284032,674
529747368087126019,675
529857740059860992,676
530017051025604609,677
530943279161155584,678
531085761521528834,679
531108688749404160,680
531129816389779456,681
531131094276382720,682
531161914689482752,683
531183173443801088,684
531193369465470976,685
531206167302012929,686
531287426858487808,687
531300385248800768,688
531493734358061056,689
531498841158082562,690
531524882325311488,691
531525016794697729,692
531526274003771392,693
531530591427391488,694
531531382611513344,695
531543620856197121,696
531565935128498176,697
531568534066057217,698
531606992788287489,699
531607884220485632,700
531634492528939008,701
531648145613398016,702
531659884430106624,703
531676808836833280,704
531733274968989696,705
531833153145823233,706
531833233143783424,707
531900034863091712,708
531973383198887936,709
532007252677656576,710
532106726539939841,711
532197572698320896,712
532199717594497024,713
532203605236154368,714
532206910796468224,715
532208816692416512,716
532231906364911616,717
532239131540467712,718
532246457609244672,719
532255606623989760,720
532259028152246272,721
532275347413544961,722
532275383430041600,723
532276370953752576,724
532276693931945984,725
532281981795848192,726
532284428542681088,727
532284831783460864,728
532297096356167680,729
532319110458118144,730
532559937269166080,731
532602376398462976,732
532851585408593920,733
532928419051622400,734
533734824905670656,735
533767270091087872,736
533811170889568256,737
534205316620382208,738
534278078105944064,739
534303066867367937,740
534337548680978432,741
534364937939062784,742
534392174876839936,743
534409916560461825,744
534445263528947712,745
534461459938304001,746
534543768653807618,747
534678919656775680,748
534763214106820608,749
535148463609356288,750
535252460148113409,751
535257207991205888,752
535282587325833216,753
535315394127728641,754
535474861616148480,755
535474881090322432,756
535484342785830912,757
535507913226190849,758
535579674152148992,759
536105045545472000,760
536504515843727361,761
536540403109879809,762
536547921542791170,763
536558567206420480,764
536738726693847041,765
536804445678755840,766
536808074431184896,767
536826622725218304,768
536827853669941248,769
536835346932441088,770
536849906997415936,771
536871550184869888,772
536915851233202176,773
536962520477470720,774
536991428694376448,775
537006518118273025,776
537355288295518210,777
537377960471166976,778
537378640653475841,779
537484793882361856,780
537913349338435584,781
537976883150077952,782
538010064591028224,783
538129041539092480,784
538133250066366464,785
538137715293061120,786
538166788484509696,787
538193964479045633,788
538218607822770176,789
538256153080127489,790
538346377794031618,791
538374385665449985,792
538408710084001793,793
538412662858588160,794
538724882461097986,795
538729383662338049,796
538760398003253248,797
538847758032310272,798
538851683141304320,799
538861627018579968,800
538900739880665088,801
538930446814703616,802
538975342011363328,803
539052152602107904,804
539115704285270017,805
539254751343681536,806
539658034382123008,807
539799806039052288,808
539813330983354368,809
539833716852273152,810
540333359793451008,811
540643709465812992,812
542320823915536384,813
542423103834296323,814
542600886653292545,815
542860306603868160,816
543319210659971073,817
543436472842334209,818
543443188934250496,819
543586319168196608,820
544154048950435840,821
544268732046913536,822
544269749405097984,823
544271284796784640,824
544271362022338560,825
544274934835707905,826
544277117039837184,827
544278335455776769,828
544278985249550337,829
544282005941530624,830
544282227035869184,831
544283772569788416,832
544287209730236416,833
544289311504355328,834
544289409294553088,835
544289941996326912,836
544290258951892992,837
544291804057960448,838
544291965513134080,839
544301453717041152,840
544305540286148609,841
544306719686656000,842
544314234541469696,843
544319274072817664,844
544319832486064128,845
544324444773433348,846
544328894812549121,847
544329935943237632,848
544333764814323713,849
544350567183556608,850
544350712365207552,851
544352727971954690,852
544358533819420672,853
544358564484378624,854
544367462012432384,855
544374511194632192,856
544380742076088320,857
544381485591982083,858
544382892378714113,859
544391176137089024,860
544391533240516608,861
544399927045283840,862
544457299667202048,863
544476808566276097,864
544491151118860289,865
544504183341064192,866
544510450101415936,867
544511199702822913,868
544512108885725184,869
544512664769396736,870
544512676643500033,871
544512910538838016,872
544513524438155264,873
544514564407427072,874
544514570367168512,875
544515538383564801,876
544517264054423552,877
544518335019229184,878
544520042810200064,879
544520273718812672,880
544523550519218176,881
544567299102244864,882
544698560655400961,883
544939287222165506,884
545271117355958272,885
546028163134808064,886
547101266313089024,887
547158281005719552,888
547509900130021377,889
547514662695469057,890
547525843749470208,891
547587399728267264,892
547670441754914816,893
547803254516490240,894
547807913671405568,895
548672230134382592,896
549124560793374720,897
549599086073368576,898
549920761423863808,899
549927969032916993,900
549964632883232768,901
549975297160802304,902
549998575330275330,903
550003619303788545,904
550038665653542913,905
550095745161134080,906
550131732805328896,907
550175324634619904,908
550279538278543360,909
550284252672450560,910
551082055883563008,911
551097831851687938,912
551099691702956032,913
551103664124100608,914
551106793959862272,915
551106923601219585,916
551117430345711616,917
551120768164462592,918
551123464640536576,919
551128385850601472,920
551135925862805504,921
551159366876147714,922
551575491430211584,923
551942365901250560,924
552112474913136641,925
552146635707666433,926
552457656666185728,927
552498516225179650,928
552568163431247873,929
552615631246622721,930
552661209204260864,931
552677176873455616,932
552706985087361025,933
552783667052167168,934
552785375161499649,935
552791196247269378,936
552791578893619200,937
552792544132997121,938
552792802309181440,939
552792913910833152,940
552793679082311680,941
552802654641225728,942
552805488631758849,943
552806757672964097,944
552810448324943872,945
552811386259386370,946
552816020403269632,947
552821069036670976,948
552832817089236992,949
552834961762709505,950
552848620375261184,951
552984502063337472,952
553008832784642048,953
553016500492439552,954
553040930144792576,955
553061846081896449,956
553098571323437056,957
553099685888790528,958
553103772852191233,959
553107921081749504,960
553115168084074497,961
553115236992290816,962
553136604882014208,963
553160652567498752,964
553164985460068352,965
553169307824177152,966
553184482241814530,967
553186555150749696,968
553190393370923008,969
553212962044149761,970
553221600955621376,971
553228463998783488,972
553264892799488000,973
553271856786968576,974
553461741917863936,975
553467311261503488,976
553470492565602305,977
553474188259102720,978
553476490315431937,979
553476880339599360,980
553501357156876290,981
553503184174710784,982
553505242554175489,983
553506608203169792,984
553508098825261056,985
553512735192141826,986
553518472798683136,987
553531413459660800,988
553534838880608256,989
553535829017370625,990
553538058440941568,991
553543369604210689,992
553544252563935234,993
553544694765215745,994
553548567420628992,995
553549686129561600,996
553550301886955520,997
553558982476828674,998
553566026030272512,999
553575232867672064,1000
553576010898497536,1001
553579224402235393,1002
553586860334010368,1003
553586897168392192,1004
553587013409325058,1005
553587303172833280,1006
553587672137334785,1007
553588178687655936,1008
553589051044151296,1009
553590459688570880,1010
553590835850514433,1011
553960736964476928,1012
554343513887105024,1013
554597409351671808,1014
554655549896159233,1015
554688527435563008,1016
554722567224049664,1017
554886875303780352,1018
554958414905094144,1019
554979642210549760,1020
555003887753494528,1021
555072815154475008,1022
556541489388724224,1023
556873675941896193,1024
557621135320178688,1025
557885928417816576,1026
558312304753016832,1027
559787890402541568,1028
559863517151784960,1029
560133068670140417,1030
560163341524807680,1031
560187970389819392,1032
560207034545889281,1033
560414522758799361,1034
560442390805090307,1035
560474897013415936,1036
560873850846846978,1037
561280944045576192,1038
561952533942661120,1039
562090534945431552,1040
562093717201616896,1041
562256876763901953,1042
562313802369073153,1043
562387516964491265,1044
563117355254161408,1045
563123548857053184,1046
565999191982616577,1047
566089610485579776,1048
566999951449001984,1049
567596847330373632,1050
567765185407234049,1051
568075025418317826,1052
568452856224747520,1053
568568737621630977,1054
568571403756294144,1055
568580363339091968,1056
568589712644026368,1057
568905632998412288,1058
569908998717243392,1059
570341828479725570,1060
570405783306944514,1061
571052823665704960,1062
580324027715063808,1063
580348081100734464,1064
594687353937100801,1065
600451916414484480,1066
604354747357859842,1067
604625816992002049,1068
604642913188872192,1069
611039775856812032,1070
612438528803213312,1071
612646796355960832,1072
612741808125120513,1073
612841482823729152,1074
613016993692798977,1075
613023744454475776,1076
613061089518034944,1077
613114185505996802,1078
613194145423826944,1079
613294443878305796,1080
613362193787129860,1081
613393657161510913,1082
613404935003217920,1083
613425834301485056,1084
614054616154550273,1085
614467824313106432,1086
614494170590367744,1087
614494460747997184,1088
614593386188828672,1089
614593989203886080,1090
614594195479752704,1091
614594259900080128,1092
614594667225571328,1093
614595106906226688,1094
614595181845839873,1095
614599587362414592,1096
614599619310407680,1097
614599815280857088,1098
614601139422633984,1099
614604054552018944,1100
614604580601597953,1101
614605997953404929,1102
614607711368519680,1103
614608936491188225,1104
614609560658161664,1105
614610102927147008,1106
614610364702044164,1107
614610920782888960,1108
614614133410033664,1109
614615157730357248,1110
614616994499788800,1111
614617234942656512,1112
614618682543616000,1113
614620298877513729,1114
614624331717545984,1115
614626710248534016,1116
614628136634949632,1117
614628865353351168,1118
614638036593299456,1119
614645853291155457,1120
614648099542204416,1121
614650850393391104,1122
614671961801785344,1123
614702244001382400,1124
614790312955904000,1125
614891047886434304,1126
615346611955183616,1127
615494435074363392,1128
615592870540488704,1129
615689290706595840,1130
615840865815298048,1131
616311563071434753,1132
616421546702336000,1133
616481759329427456,1134
616765822095261700,1135
618192748735299584,1136
618449248179191808,1137
618804516578680832,1138
618805892222468096,1139
619242759359037440,1140
620367840902782976,1141
620835698514464768,1142
620916279608651776,1143
620971220301787136,1144
622858454949040128,1145
622891631293935616,1146
623533663947517952,1147
623599854661541888,1148
623818627054206977,1149
626516248206135296,1150
626546123713474560,1151
626642648179159040,1152
626739062792032256,1153
626770498328895488,1154
626898253900943360,1155
626901072209121282,1156
627828211003469825,1157
628045645010608128,1158
628319096606732290,1159
628336948810268673,1160
628604055644934144,1161
628681462976528384,1162
629209452793626624,1163
629503919098429440,1164
631388553801564160,1165
632377165477191680,1166
633823543541768192,1167
633949800761700352,1168
633961125126668288,1169
634404792241143809,1170
634665777400950784,1171
634943791934406657,1172
635632641635667968,1173
636925368927064064,1174
637382230394822656,1175
637868242560638980,1176
637873886072320001,1177
638047610973089793,1178
638050997340893184,1179
640107106943766528,1180
640118021101604864,1181
640182854928961536,1182
640644123339431936,1183
640967537178472448,1184
641050980985999360,1185
641082932740947972,1186
641088973717110784,1187
641191076716417025,1188
641430951403343872,1189
641443248909754368,1190
641666167992647681,1191
641972184412327937,1192
642027433693171712,1193
642145732435292160,1194
642432477185867776,1195
642465192408940544,1196
643103859729166337,1197
643139873264812032,1198
643225207705075716,1199
644229386149888001,1200
644329878876237824,1201
645356735545364480,1202
645362146415525888,1203
645711628046995462,1204
647168914955243520,1205
647169573599449088,1206
647169726158925824,1207
647193820812177408,1208
647464349611589632,1209
648310692794109952,1210
648894687542034432,1211
648993731169939456,1212
649584608560832513,1213
649881917534433280,1214
649889459836710912,1215
649903655160815616,1216
649974380416618496,1217
649985459389661184,1218
650037735579910145,1219
650046859537448960,1220
650128194209730561,1221
650254360727973889,1222
650710483289419776,1223
650952376954650629,1224
650975967146602496,1225
651018580989972480,1226
651044059222556674,1227
651321040119963648,1228
651402689352351744,1229
651486105628463105,1230
651786568592658433,1231
651809229842608128,1232
651825062174195712,1233
651959206287908868,1234
652000523525091328,1235
652300118205427716,1236
652349108653551616,1237
652783670370115585,1238
652882609219833856,1239
652982112870662144,1240
652992524504600576,1241
653250169752977408,1242
653285570383335424,1243
653432177632387072,1244
653432261203750912,1245
654336219447472128,1246
654343805081157633,1247
654351281260113920,1248
654371696195993600,1249
655080266784968705,1250
655812191233417216,1251
655815788675399680,1252
655986243042459648,1253
656047932093763584,1254
656202544331517952,1255
656361703664451585,1256
656523458139045889,1257
656595123590012928,1258
656629493377990656,1259
656662726014599168,1260
656811196218286080,1261
656818921979310081,1262
656825206045020160,1263
656830586577883136,1264
656834590779289600,1265
656848877463560192,1266
656870311057575936,1267
656880145769197568,1268
656955120626880512,1269
657007736467525632,1270
658065957823324160,1271
658259426172891136,1272
658462819667615744,1273
658755852199927808,1274
658786161733734400,1275
658938136299511808,1276
659428447459110912,1277
659439879701602304,1278
659462980476637184,1279
660466342038867969,1280
661102820976930816,1281
661120256732041216,1282
661222523275636736,1283
661229627734667264,1284
661251968078221312,1285
661299012386095105,1286
661870323034431489,1287
662151653462790144,1288
662381914842603520,1289
662430295254175744,1290
663385747177775105,1291
663515735231062016,1292
663722803489808384,1293
663744139666804736,1294
663817239896821760,1295
663904307113275392,1296
663925546812837888,1297
664000310856310784,1298
665309822208729088,1299
665358434351509504,1300
665361505303584774,1301
665364878287224834,1302
665379967757324288,1303
665575674485211136,1304
666051332504207360,1305
666070802924617728,1306
666107476526432256,1307
666190716448587776,1308
666335363099660288,1309
666497286663503872,1310
666633171325353989,1311
666640008149925893,1312
666810213274689537,1313
667073349974102017,1314
667379734343471104,1315
667465205258051584,1316
667487418388488192,1317
667534186450825216,1318
668144671772778497,1319
668849913678209024,1320
668872645589471232,1321
669201837187334144,1322
669259395902152704,1323
669613420665159680,1324
671181758692507648,1325
672102358516670465,1326
672169954016403456,1327
672180526946656256,1328
672219174463275008,1329
672424512516964352,1330
672432930426372096,1331
672433211604013057,1332
672488384695279616,1333
672513234419638273,1334
672539897899577344,1335
672553813249826816,1336
672632863452299264,1337
672632899921833984,1338
672828403016429568,1339
672902686380003328,1340
672906198434209792,1341
672927317191229440,1342
673079581520318464,1343
673346166822694914,1344
673581371458199552,1345
673611867181473792,1346
673615263040798726,1347
673615400655970304,1348
673664899571060736,1349
673686233936072704,1350
673696115305406466,1351
673872171341447169,1352
673984270902427650,1353
674014933235859456,1354
674015148382666752,1355
674080899055546368,1356
674187250792558592,1357
674229534888185856,1358
674244561519161344,1359
674263945172119552,1360
674301413040758785,1361
674301960787505153,1362
674314254732931072,1363
674358835675549696,1364
674364257799004160,1365
675005503160901632,1366
675043569367982081,1367
675064077367005184,1368
675065047710892033,1369
675193315306905600,1370
675490515748425728,1371
676067381299576832,1372
676094756758364160,1373
676120162018451456,1374
676367888543031296,1375
676491949524713473,1376
676586804242309121,1377
676718762830221312,1378
676870737932742656,1379
676955015265837056,1380
677099574855639044,1381
681147789653356544,1382
681199637387149313,1383
681767380305985536,1384
681824512120324096,1385
